timestamp,building,staff,inperson,remote,other,total
2020-09-16,Austin Elementary,0,0.0,0.0,0,0
2020-09-16,Canyon Ranch Elementary,0,0.0,0.0,0,0
2020-09-16,Cottonwood Creek Elementary,0,0.0,0.0,0,0
2020-09-16,Denton Creek Elementary,0,1.0,0.0,0,1
2020-09-16,Lakeside Elementary,0,0.0,0.0,0,0
2020-09-16,Richard J. Lee Elementary,0,0.0,0.0,0,0
2020-09-16,Mockingbird Elementary,0,0.0,0.0,0,0
2020-09-16,Pinkerton Elementary,0,0.0,0.0,0,0
2020-09-16,Town Center Elementary,1,0.0,0.0,0,1
2020-09-16,Valley Ranch Elementary,0,0.0,0.0,0,0
2020-09-16,Wilson Elementary,0,0.0,0.0,0,0
2020-09-16,Coppell Middle School East,0,0.0,0.0,0,0
2020-09-16,Coppell Middle School North,0,0.0,0.0,0,0
2020-09-16,Coppell Middle School West,0,0.0,1.0,0,1
2020-09-16,Coppell High School,1,3.0,0.0,0,4
2020-09-16,CHS9,0,0.0,0.0,0,0
2020-09-16,New Tech High @ Coppell,0,0.0,0.0,0,0
2020-09-16,Victory Place @ Coppell,0,0.0,0.0,0,0
2020-09-16,Vonita White Admin Building,0,,,0,0
2020-09-16,Brock Center,0,,,0,0
2020-09-16,Service Center,0,,,0,0
2020-09-16,Total,2,4,1,0,7
