timestamp,building,staff,inperson,remote,other,total
2020-09-10,Austin Elementary,0,0.0,0.0,0,0
2020-09-10,Canyon Ranch Elementary,0,0.0,0.0,0,0
2020-09-10,Cottonwood Creek Elementary,0,0.0,0.0,0,0
2020-09-10,Denton Creek Elementary,0,0.0,0.0,0,0
2020-09-10,Lakeside Elementary,0,0.0,0.0,0,0
2020-09-10,Richard J. Lee Elementary,0,0.0,0.0,0,0
2020-09-10,Mockingbird Elementary,0,0.0,0.0,0,0
2020-09-10,Pinkerton Elementary,0,0.0,0.0,0,0
2020-09-10,Town Center Elementary,1,0.0,0.0,0,1
2020-09-10,Valley Ranch Elementary,0,0.0,0.0,0,0
2020-09-10,Wilson Elementary,0,0.0,0.0,0,0
2020-09-10,Coppell Middle School East,0,0.0,0.0,0,0
2020-09-10,Coppell Middle School North,0,0.0,1.0,0,1
2020-09-10,Coppell Middle School West,0,0.0,0.0,0,0
2020-09-10,Coppell High School,0,1.0,0.0,0,1
2020-09-10,CHS9,0,1.0,0.0,0,1
2020-09-10,New Tech High @ Coppell,1,0.0,0.0,0,1
2020-09-10,Victory Place @ Coppell,0,0.0,0.0,0,0
2020-09-10,Vonita White Admin Building,0,,,0,0
2020-09-10,Brock Center,0,,,0,0
2020-09-10,Service Center,0,,,0,0
2020-09-10,Total,2,2,1,0,5
