timestamp,building,staff,inperson,remote,other,total
2020-09-09,Austin Elementary,0,0.0,0.0,0,0
2020-09-09,Canyon Ranch Elementary,0,0.0,0.0,0,0
2020-09-09,Cottonwood Creek Elementary,0,0.0,0.0,0,0
2020-09-09,Denton Creek Elementary,0,0.0,0.0,0,0
2020-09-09,Lakeside Elementary,0,0.0,0.0,0,0
2020-09-09,Richard J. Lee Elementary,0,0.0,0.0,0,0
2020-09-09,Mockingbird Elementary,0,0.0,0.0,0,0
2020-09-09,Pinkerton Elementary,0,0.0,0.0,0,0
2020-09-09,Town Center Elementary,0,0.0,0.0,0,0
2020-09-09,Valley Ranch Elementary,0,0.0,0.0,0,0
2020-09-09,Wilson Elementary,0,0.0,0.0,0,0
2020-09-09,Coppell Middle School East,0,0.0,0.0,0,0
2020-09-09,Coppell Middle School North,0,0.0,1.0,0,1
2020-09-09,Coppell Middle School West,0,0.0,0.0,0,0
2020-09-09,Coppell High School,0,1.0,0.0,0,1
2020-09-09,CHS9,0,1.0,0.0,0,1
2020-09-09,New Tech High @ Coppell,1,0.0,0.0,0,1
2020-09-09,Victory Place @ Coppell,0,0.0,0.0,0,0
2020-09-09,Vonita White Admin Building,0,,,0,0
2020-09-09,Brock Center,0,,,0,0
2020-09-09,Service Center,0,,,0,0
2020-09-09,Total,1,2,1,0,4
